iter	RMSE
344	0.01972181284
345	0.0197201816
346	0.01971860182
347	0.01971708664
348	0.01971563056
349	0.0197142444
350	0.01971282769
351	0.01971144423
352	0.01970991376
353	0.01970835912
354	0.01970694371
355	0.01970551458
356	0.01970409934
357	0.01970278697
358	0.01970147895
359	0.01970007687
360	0.01969866273
361	0.01969736931
362	0.01969615826
363	0.01969477128
364	0.01969356649
365	0.01969225018
366	0.019691122
367	0.01968968405
368	0.01968855401
369	0.01968741922
370	0.01968625175
371	0.01968506257
372	0.01968369271
373	0.01968261367
374	0.01968150808
375	0.01968033237
376	0.01967921097
377	0.01967819988
378	0.0196770069
379	0.01967603427
380	0.01967488063
381	0.01967381448
382	0.01967277013
383	0.01967166326
384	0.01967061301
385	0.01966968884
386	0.01966850246
387	0.01966731953
388	0.0196662397
389	0.01966531873
390	0.01966436033
391	0.01966345292
392	0.01966227169
393	0.0196613552
394	0.01966048196
395	0.01965957756
396	0.01965873761
397	0.01965785553
398	0.01965694545
399	0.01965608132
400	0.01965521561
401	0.01965421366
402	0.01965339735
403	0.01965266331
404	0.01965182298
405	0.01965107484
406	0.01965023413
407	0.01964944853
408	0.01964861162
409	0.01964781503
410	0.01964709527
411	0.01964630411
412	0.01964560131
413	0.01964492614
414	0.01964425103
415	0.01964339266
416	0.01964265103
417	0.01964195516
418	0.01964140482
419	0.01964072901
420	0.01964001485
421	0.01963942933
422	0.01963871446
423	0.01963809957
424	0.01963748006
425	0.01963681681
426	0.01963619964
427	0.01963555782
428	0.0196348712
429	0.01963410001
430	0.01963347848
431	0.01963285314
432	0.01963206698
433	0.01963129106
434	0.01963066518
435	0.01963000974
436	0.01962935902
437	0.01962880618
438	0.01962822886
439	0.01962756022
440	0.019626988
441	0.01962652762
442	0.0196259221
443	0.01962518153
444	0.01962451024
445	0.01962402132
446	0.01962342254
447	0.01962293259
448	0.01962223241
449	0.0196214697
450	0.01962094309
451	0.01962036955
452	0.01961993391
453	0.01961945247
454	0.01961885467
455	0.01961826397
456	0.01961764327
457	0.01961707911
458	0.01961645086
459	0.01961585991
460	0.01961535576
461	0.01961475737
462	0.01961431299
463	0.0196138207
464	0.01961317961
465	0.0196126841
466	0.01961210118
467	0.01961150643
468	0.01961102083
469	0.01961039877
470	0.01960972428
471	0.01960919156
472	0.0196085891
473	0.01960816595
474	0.01960769879
475	0.0196073833
476	0.01960685103
477	0.01960644966
478	0.01960586045
479	0.01960543512
480	0.01960502134
481	0.019604194
482	0.01960368007
483	0.01960310141
484	0.01960254679
485	0.01960211896
486	0.01960161962
487	0.0196012393
488	0.0196008223
489	0.01960041239
490	0.01960008395
491	0.01959957459
492	0.01959892347
493	0.01959863788
494	0.01959829306
495	0.01959780056
496	0.01959735857
497	0.01959689589
498	0.01959640029
499	0.019595983
500	0.01959561836
501	0.01959493733
502	0.01959450565
503	0.01959395781
504	0.01959339832
505	0.0195928613
506	0.01959234878
507	0.01959187465
508	0.01959150323
509	0.01959116539
510	0.01959062836
511	0.01959019275
512	0.01958982539
513	0.01958945461
514	0.01958900989
515	0.01958856764
516	0.01958824028
517	0.01958777403
518	0.01958735218
519	0.01958673992
520	0.01958635887
521	0.01958604907
522	0.01958564045
523	0.01958510804
524	0.01958463158
525	0.01958436493
526	0.01958381936
527	0.01958337776
528	0.01958304193
529	0.01958261959
530	0.01958218468
531	0.01958191856
532	0.01958151516
533	0.01958113161
534	0.01958065099
535	0.01958016817
536	0.01957972461
537	0.01957924612
538	0.01957890789
539	0.01957858641
540	0.01957832493
541	0.01957809045
542	0.01957773687
543	0.01957740409
544	0.01957705802
545	0.01957663157
546	0.01957629725
547	0.01957603582
548	0.01957576885
549	0.01957546299
550	0.01957503781
551	0.01957462501
552	0.01957436779
553	0.01957391085
554	0.01957358617
555	0.01957327659
556	0.0195728142
557	0.01957263769
558	0.01957230655
559	0.01957203517
560	0.01957159944
561	0.01957139462
562	0.01957114043
563	0.01957068869
564	0.01957040869
565	0.01956987023
566	0.01956952361
567	0.01956909047
568	0.01956876211
569	0.01956838374
570	0.01956815779
571	0.01956795988
572	0.01956764852
573	0.0195673944
574	0.01956689687
575	0.01956650634
576	0.01956618092
577	0.01956596888
578	0.01956563948
579	0.01956532263
580	0.01956488555
581	0.0195647294
582	0.01956440057
583	0.0195640397
584	0.01956366165
585	0.01956338758
586	0.01956301448
587	0.0195625461
588	0.0195621361
589	0.01956186292
590	0.01956158864
591	0.01956124144
592	0.0195608692
593	0.01956060851
594	0.01956016316
595	0.01955995949
596	0.01955952213
597	0.01955887051
598	0.01955846183
599	0.01955805235
600	0.01955784996
601	0.01955757972
602	0.01955737607
603	0.01955697098
604	0.01955656471
605	0.01955617209
606	0.01955584622
607	0.01955553292
608	0.01955517018
609	0.01955498776
610	0.01955475437
611	0.01955444624
612	0.01955407655
613	0.01955374214
614	0.01955330444
615	0.01955289603
616	0.0195526387
617	0.01955238224
618	0.01955217607
619	0.01955186269
620	0.01955157456
621	0.01955133941
622	0.01955091968
623	0.01955057318
624	0.01955044006
625	0.0195499672
626	0.01954958531
627	0.01954940842
628	0.01954915683
629	0.01954874354
630	0.01954852208
631	0.01954820205
632	0.01954784184
633	0.01954759956
634	0.01954726513
635	0.01954690054
636	0.01954665157
637	0.01954638444
638	0.01954583997
639	0.01954550409
640	0.01954515107
641	0.01954502887
642	0.01954462046
643	0.019544326
644	0.01954389267
645	0.01954354173
646	0.01954324151
647	0.01954294193
648	0.01954266782
649	0.01954241123
650	0.0195420797
651	0.01954178015
652	0.01954150102
653	0.0195412487
654	0.01954097709
655	0.01954073231
656	0.01954046743
657	0.01954019135
658	0.01953985755
659	0.01953969173
660	0.01953923013
661	0.0195390157
662	0.01953861869
663	0.01953838042
664	0.01953821967
665	0.01953787833
666	0.01953770844
667	0.01953739213
668	0.01953715144
669	0.01953681961
670	0.01953654776
671	0.01953626863
672	0.01953603134
673	0.01953571383
674	0.01953549661
675	0.01953512378
676	0.01953492675
677	0.01953469345
678	0.01953439844
679	0.01953414141
680	0.0195339481
681	0.0195336242
682	0.01953343439
683	0.01953315851
684	0.01953275434
685	0.01953236433
686	0.01953215008
687	0.01953186478
688	0.01953162138
689	0.01953139457
690	0.0195312325
691	0.01953096593
692	0.01953062316
693	0.01953032304
694	0.01953001039
695	0.01952971301
696	0.01952949267
697	0.01952928809
698	0.01952896779
699	0.01952872065
700	0.01952843047
701	0.01952823429
702	0.019527991
703	0.01952763324
704	0.01952741698
705	0.01952706293
706	0.01952687467
707	0.01952662289
708	0.01952626473
709	0.01952597248
710	0.01952567293
711	0.01952535463
712	0.01952514633
713	0.01952472056
714	0.01952448933
715	0.0195242758
716	0.01952402243
717	0.01952369183
718	0.01952334739
719	0.01952321763
720	0.0195229619
721	0.01952258058
722	0.01952243884
723	0.01952204049
724	0.0195217451
725	0.01952151767
726	0.01952131915
727	0.01952097599
728	0.01952057319
729	0.0195202626
730	0.01951980763
731	0.01951942187
732	0.01951920077
733	0.01951905678
734	0.01951877246
735	0.01951850467
736	0.01951830101
737	0.01951797083
738	0.01951764357
739	0.01951745312
740	0.01951693181
741	0.01951659794
742	0.01951623025
743	0.01951599899
744	0.01951569893
745	0.01951540369
746	0.01951529149
747	0.01951500879
748	0.01951468317
749	0.01951441368
750	0.01951413575
751	0.01951399895
752	0.01951373684
753	0.01951347425
754	0.01951316559
755	0.0195129277
756	0.01951258754
757	0.01951247077
758	0.01951224383
759	0.01951198329
760	0.01951163396
761	0.01951134074
762	0.01951115568
763	0.01951102541
764	0.01951060424
765	0.01951037475
766	0.01950997342
767	0.01950967836
768	0.01950934312
769	0.01950901694
770	0.01950867382
771	0.01950829682
772	0.01950800425
773	0.0195077754
774	0.01950751258
775	0.01950723601
776	0.01950697679
777	0.01950649908
778	0.01950614743
779	0.01950596397
780	0.01950571147
781	0.01950549593
782	0.01950528481
783	0.01950502652
784	0.01950474856
785	0.0195045798
786	0.0195042309
787	0.01950400162
788	0.01950381149
789	0.0195037274
790	0.0195035133
791	0.0195031422
792	0.01950284957
793	0.01950247786
794	0.01950226961
795	0.01950209779
796	0.01950183814
797	0.01950163148
798	0.01950133262
799	0.01950107565
800	0.01950087147
801	0.01950055281
802	0.01950039582
803	0.01950019824
804	0.01949985677
805	0.01949960836
806	0.01949935656
807	0.01949918004
808	0.01949899682
809	0.01949874101
810	0.01949847756
811	0.01949825027
812	0.01949792355
813	0.01949747212
814	0.01949723502
815	0.01949698271
816	0.01949662681
817	0.01949617652
818	0.01949597606
819	0.01949577329
820	0.01949555123
821	0.01949529868
822	0.01949507734
823	0.01949485443
824	0.01949451778
825	0.01949421065
826	0.01949405317
827	0.01949386965
828	0.01949351546
829	0.01949323927
830	0.01949298113
831	0.01949277321
832	0.01949249109
833	0.01949238092
834	0.01949211845
835	0.01949181469
836	0.0194915418
837	0.01949136149
838	0.01949114888
839	0.0194908419
840	0.01949058226
841	0.0194904138
842	0.01949025709
843	0.01949017875
844	0.01948996039
845	0.01948956238
846	0.01948932101
847	0.01948902936
848	0.01948886901
849	0.01948858437
850	0.01948814239
851	0.0194881054
852	0.01948770543
853	0.01948744846
854	0.01948704264
855	0.01948682408
856	0.01948659361
857	0.0194863994
858	0.0194860234
859	0.01948567262
860	0.01948544103
861	0.01948509173
862	0.01948486918
863	0.01948461801
864	0.01948440743
865	0.0194840088
866	0.01948378996
867	0.01948355496
868	0.0194833202
869	0.01948312658
870	0.01948282659
871	0.01948256261
872	0.01948229448
873	0.01948200947
874	0.01948178902
875	0.01948155952
876	0.0194812612
877	0.01948098294
878	0.01948067224
879	0.01948044196
880	0.01948021018
881	0.01947997656
882	0.01947980579
883	0.01947958095
884	0.01947919946
885	0.01947900165
886	0.01947865766
887	0.01947831999
888	0.01947806242
889	0.01947774849
890	0.01947747697
891	0.01947729549
892	0.01947710352
893	0.01947687486
894	0.01947669168
895	0.01947639562
896	0.01947631826
897	0.01947604511
898	0.01947581961
899	0.01947557324
900	0.01947533773
901	0.01947513573
902	0.0194749204
903	0.0194747458
904	0.01947451526
905	0.0194741011
906	0.01947376798
907	0.01947351109
908	0.01947330553
909	0.01947314658
910	0.01947296309
911	0.01947266865
912	0.01947238882
913	0.01947220006
914	0.01947200063
915	0.01947180832
916	0.01947149744
917	0.01947130758
918	0.01947111581
919	0.01947090782
920	0.01947067794
921	0.0194706007
922	0.01947033761
923	0.01947016125
924	0.01946993758
925	0.01946969049
926	0.0194694153
927	0.0194692143
928	0.01946891308
929	0.01946872006
930	0.01946848885
931	0.01946823643
932	0.01946788172
933	0.01946757234
934	0.0194673874
935	0.01946715786
936	0.01946689231
937	0.01946676459
938	0.01946662799
939	0.01946643922
940	0.01946624803
941	0.01946590946
942	0.01946567239
943	0.01946540109
944	0.01946526812
945	0.01946495303
946	0.01946475535
947	0.01946453676
948	0.01946437132
949	0.01946411848
950	0.01946383734
951	0.0194635807
952	0.01946341446
953	0.01946310132
954	0.01946297813
955	0.01946287117
956	0.01946260869
957	0.01946240551
958	0.01946216916
959	0.01946202467
960	0.01946186338
961	0.01946172163
962	0.01946141721
963	0.01946112248
964	0.01946086553
965	0.01946040367
966	0.0194600401
967	0.01945982308
968	0.01945965581
969	0.01945948238
970	0.01945914124
971	0.01945889049
972	0.01945887212
973	0.01945863321
974	0.0194583342
975	0.01945826615
976	0.01945813446
977	0.01945799796
978	0.01945766631
979	0.01945732195
980	0.01945719259
981	0.01945692999
982	0.01945681032
983	0.01945647365
984	0.01945629566
985	0.01945614511
986	0.01945586003
987	0.0194556423
988	0.01945543898
989	0.01945521328
990	0.01945486867
991	0.01945462129
992	0.01945443555
993	0.0194543535
994	0.0194542524
995	0.01945410534
996	0.01945382766
997	0.01945371482
998	0.01945351755
999	0.01945326375
