iter	RMSE
0	0.05019837486
1	0.04939164681
2	0.04854477434
3	0.04773783565
4	0.04701694643
5	0.04628600777
6	0.04556321767
7	0.04492049083
8	0.0442774625
9	0.04363730728
10	0.04305432592
11	0.04249583539
12	0.04194445241
13	0.04140409217
14	0.04089469104
15	0.0403807199
16	0.03986177914
17	0.03939035823
18	0.03892903119
19	0.03847167267
20	0.03803876539
21	0.03762939841
22	0.03722785094
23	0.03682734652
24	0.03645108801
25	0.03606882376
26	0.03569374588
27	0.03535697942
28	0.0350283007
29	0.03469603499
30	0.03438546453
31	0.03408545921
32	0.03378666102
33	0.0334903896
34	0.03320835855
35	0.03292830457
36	0.03265736886
37	0.03240164869
38	0.03214677192
39	0.03189737442
40	0.03165274387
41	0.0314136309
42	0.03118272402
43	0.03094909059
44	0.0307230244
45	0.03050027149
46	0.03028592396
47	0.0300794834
48	0.02987393904
49	0.02967220596
50	0.02947457877
51	0.02927844721
52	0.02909068348
53	0.02890716427
54	0.02872197897
55	0.02854066743
56	0.02835985792
57	0.02820376486
58	0.02804675182
59	0.02789132982
60	0.02773650571
61	0.02758648886
62	0.02743661947
63	0.02729204982
64	0.02714930703
65	0.0270065873
66	0.02686870602
67	0.02673302034
68	0.02659848331
69	0.02646583774
70	0.02634335569
71	0.02622544133
72	0.02610494533
73	0.02599088657
74	0.02587845077
75	0.0257670613
76	0.02565595451
77	0.02555282894
78	0.02545213684
79	0.02535311926
80	0.02525554209
81	0.02516204476
82	0.02506378451
83	0.02496790907
84	0.0248759636
85	0.0247857599
86	0.02469735478
87	0.02461029908
88	0.02453088774
89	0.02445163496
90	0.0243738991
91	0.02429721603
92	0.0242217672
93	0.02414495017
94	0.02407092689
95	0.02399506867
96	0.02392329896
97	0.02385137838
98	0.02377978081
99	0.02371252979
100	0.02364370574
101	0.02357758375
102	0.02351209909
103	0.02344633193
104	0.02338318231
105	0.02332141547
106	0.02326269809
107	0.0232020972
108	0.02314383219
109	0.0230857937
110	0.02302830863
111	0.02297165063
112	0.02291536101
113	0.02285930246
114	0.02280531096
115	0.02275266677
116	0.02270071549
117	0.02265012336
118	0.02259973392
119	0.02254813923
120	0.02249929717
121	0.02245200354
122	0.0224061001
123	0.02236108182
124	0.02231649653
125	0.02227256762
126	0.02222953112
127	0.02218772425
128	0.02214704036
129	0.02210691232
130	0.02206694654
131	0.02202720032
132	0.02198848364
133	0.02195006108
134	0.02191260476
135	0.02187558371
136	0.02183930531
137	0.02180439997
138	0.02176973005
139	0.02173559711
140	0.02170227009
141	0.02166963896
142	0.02163760483
143	0.02160573325
144	0.02157437949
145	0.02154365494
146	0.0215133901
147	0.02148327266
148	0.02145418776
149	0.02142540601
150	0.02139718712
151	0.02136872634
152	0.02134146036
153	0.02131432328
154	0.0212878283
155	0.02126188967
156	0.02123615328
157	0.02121110041
158	0.0211865962
159	0.02116192149
160	0.02113780769
161	0.02111429536
162	0.02109129963
163	0.02106828602
164	0.02104617484
165	0.02102468792
166	0.02100366764
167	0.02098229768
168	0.0209613564
169	0.02094109915
170	0.02092097182
171	0.02090094483
172	0.02088150781
173	0.02086238146
174	0.02084366082
175	0.02082524571
176	0.02080669234
177	0.02078878295
178	0.02077161502
179	0.02075478546
180	0.02073847499
181	0.02072227459
182	0.02070590936
183	0.02069012387
184	0.02067447461
185	0.02065886872
186	0.0206436151
187	0.02062870812
188	0.020613922
189	0.02059943744
190	0.02058513626
191	0.02057093527
192	0.02055731163
193	0.02054363744
194	0.02053023799
195	0.02051663889
196	0.02050357173
197	0.02049067758
198	0.02047814523
199	0.02046559151
200	0.02045318696
201	0.0204406255
202	0.02042850905
203	0.0204167193
204	0.02040517597
205	0.02039344373
206	0.02038229906
207	0.02037145511
208	0.02036079337
209	0.02035016012
210	0.02033951183
211	0.02032912051
212	0.02031880383
213	0.02030877938
214	0.02029884539
215	0.02028898667
216	0.02027941514
217	0.02026980099
218	0.02026029673
219	0.02025054006
220	0.02024120129
221	0.02023209936
222	0.02022339272
223	0.02021483806
224	0.02020629421
225	0.02019749318
226	0.02018898781
227	0.02018084367
228	0.02017277353
229	0.02016476953
230	0.02015695597
231	0.02014923691
232	0.02014162488
233	0.02013425028
234	0.0201270764
235	0.02011967822
236	0.02011245557
237	0.02010531384
238	0.02009831029
239	0.02009149713
240	0.02008467819
241	0.02007807644
242	0.02007157987
243	0.02006500217
244	0.02005853109
245	0.02005223606
246	0.0200461507
247	0.02004014213
248	0.02003414793
249	0.02002816345
250	0.02002248054
251	0.0200165712
252	0.0200109954
253	0.02000541223
254	0.01999990889
255	0.01999446032
256	0.01998918352
257	0.01998389777
258	0.01997880935
259	0.01997357499
260	0.01996861598
261	0.01996374438
262	0.01995895201
263	0.01995380088
264	0.01994909236
265	0.01994452684
266	0.01993987804
267	0.01993536422
268	0.0199308836
269	0.01992647286
270	0.01992205725
271	0.01991755227
272	0.01991339459
273	0.01990932216
274	0.01990525872
275	0.01990122463
276	0.01989728264
277	0.01989353959
278	0.01988921595
279	0.01988544642
280	0.01988175379
281	0.01987800306
282	0.01987424074
283	0.01987049524
284	0.01986691936
285	0.01986341042
286	0.01986005116
287	0.01985668013
288	0.01985327812
289	0.01984993528
290	0.01984672566
291	0.01984339829
292	0.01984011062
293	0.01983685698
294	0.01983373574
295	0.01983083193
296	0.01982780627
297	0.0198249016
298	0.01982199831
299	0.01981918783
300	0.01981634316
301	0.01981354665
302	0.01981090137
303	0.0198081257
304	0.01980532495
305	0.01980259457
306	0.01980004863
307	0.01979753302
308	0.01979494292
309	0.01979233515
310	0.01978999488
311	0.01978747949
312	0.01978510867
313	0.01978264905
314	0.01978016233
315	0.01977795089
316	0.01977568474
317	0.01977353509
318	0.01977132666
319	0.0197690073
320	0.01976690959
321	0.01976477601
322	0.01976265796
323	0.01976054882
324	0.01975853539
325	0.01975642419
326	0.01975441962
327	0.01975247071
328	0.01975046087
329	0.01974859092
330	0.01974665733
331	0.01974483769
332	0.01974294059
333	0.01974124252
334	0.01973896885
335	0.01973707805
336	0.01973523826
337	0.01973347791
338	0.01973165746
339	0.01972975002
340	0.0197280606
341	0.0197265078
342	0.01972490746
343	0.01972339085
